point_name,month_year,TBOT_avg,PRECTmms_total_mm
3_6_63_61281,1956-03,274.48636,58.192635
3_6_63_61281,1956-04,277.74426,54.681267
3_6_63_61281,1956-05,282.13965,113.32031
3_6_63_61281,1956-06,287.8484,0.006591797
3_6_63_61281,1956-07,292.77325,0.1282978
3_6_63_61281,1956-08,289.8159,0.0009765625
3_6_63_61281,1956-09,287.5956,21.365887
3_6_63_61281,1956-10,279.37323,205.31409
3_6_63_61281,1956-11,277.0042,14.039856
3_6_63_61281,1956-12,274.4089,83.85719
3_6_63_61281,1957-01,268.5347,213.03415
3_6_63_61281,1957-02,274.68488,312.46628
3_6_63_61281,1957-03,274.3721,251.84238
3_6_63_61281,1957-04,277.64404,166.17755
3_6_63_61281,1957-05,281.83255,204.41614
3_6_63_61281,1957-06,289.75793,2.0861816
3_6_63_61281,1957-07,290.83368,0.03479004
3_6_63_61281,1957-08,289.0806,0.4781685
3_6_63_61281,1957-09,287.9198,80.51585
3_6_63_61281,1957-10,279.4883,95.60072
3_6_63_61281,1957-11,275.1655,98.73885
3_6_63_61281,1957-12,274.85263,332.77103
3_6_63_61281,1958-01,273.84567,349.64474
3_6_63_61281,1958-02,274.59628,601.17285
3_6_63_61281,1958-03,271.77322,366.06177
3_6_63_61281,1958-04,277.20502,210.75258
3_6_63_61281,1958-05,284.23,27.926464
3_6_63_61281,1958-06,286.62704,29.318768
3_6_63_61281,1958-07,292.25394,17.056873
3_6_63_61281,1958-08,292.95505,4.8152847
3_6_63_61281,1958-09,287.69037,2.690411
3_6_63_61281,1958-10,284.66315,4.4818
3_6_63_61281,1958-11,276.9483,70.784
3_6_63_61281,1958-12,277.76004,159.65877
3_6_63_61281,1959-01,273.73813,497.67508
3_6_63_61281,1959-02,271.5668,525.105
3_6_63_61281,1959-03,275.44016,90.25439
3_6_63_61281,1959-04,280.50055,30.222507
3_6_63_61281,1959-05,280.41232,62.284195
3_6_63_61281,1959-06,289.16885,0.115600586
3_6_63_61281,1959-07,293.3896,0.9464569
3_6_63_61281,1959-08,290.50345,3.7343445
3_6_63_61281,1959-09,284.65555,116.26109
3_6_63_61281,1959-10,283.3821,11.296777
3_6_63_61281,1959-11,279.2991,0.34518433
3_6_63_61281,1959-12,274.40775,120.76284
3_6_63_61281,1960-01,270.49908,393.0682
3_6_63_61281,1960-02,272.1353,457.07483
3_6_63_61281,1960-03,275.82175,364.28925
3_6_63_61281,1960-04,277.06982,66.524284
3_6_63_61281,1960-05,280.98212,95.678406
3_6_63_61281,1960-06,291.2202,0.030883789
3_6_63_61281,1960-07,293.52966,23.324219
3_6_63_61281,1960-08,290.70386,0.11816406
3_6_63_61281,1960-09,288.44202,31.32677
3_6_63_61281,1960-10,281.62292,28.78846
3_6_63_61281,1960-11,274.88004,404.1305
3_6_63_61281,1960-12,273.38092,245.13995
3_6_63_61281,1961-01,275.54926,109.79541
3_6_63_61281,1961-02,274.0799,217.33463
3_6_63_61281,1961-03,273.55057,306.69818
3_6_63_61281,1961-04,277.89825,96.006546
3_6_63_61281,1961-05,280.34958,72.91072
3_6_63_61281,1961-06,290.88458,8.205488
3_6_63_61281,1961-07,293.01096,0.8700218
3_6_63_61281,1961-08,291.74353,14.346113
3_6_63_61281,1961-09,285.43588,1.9484215
3_6_63_61281,1961-10,281.45456,63.617844
3_6_63_61281,1961-11,274.842,368.87198
3_6_63_61281,1961-12,272.15146,212.6477
3_6_63_61281,1962-01,271.7891,92.605286
3_6_63_61281,1962-02,272.09424,559.24963
3_6_63_61281,1962-03,272.40973,245.0168
3_6_63_61281,1962-04,280.25348,64.18357
3_6_63_61281,1962-05,280.1879,27.96242
3_6_63_61281,1962-06,288.36072,8.993114
3_6_63_61281,1962-07,292.03937,1.5222816
3_6_63_61281,1962-08,290.43738,19.37893
3_6_63_61281,1962-09,288.54883,12.966755
3_6_63_61281,1962-10,282.12576,813.3822
3_6_63_61281,1962-11,277.57208,90.01434
3_6_63_61281,1962-12,275.85092,184.11548
3_6_63_61281,1963-01,272.95215,266.65625
3_6_63_61281,1963-02,277.77356,192.83884
3_6_63_61281,1963-03,273.34073,317.339
3_6_63_61281,1963-04,273.3412,318.6989
3_6_63_61281,1963-05,282.58966,53.747246
3_6_63_61281,1963-06,286.36392,27.632034
3_6_63_61281,1963-07,289.91083,0.87394714
3_6_63_61281,1963-08,290.10785,2.9090195
3_6_63_61281,1963-09,288.62405,28.329113
3_6_63_61281,1963-10,282.91324,50.554176
3_6_63_61281,1963-11,275.98645,450.37283
3_6_63_61281,1963-12,276.1051,30.566328
3_6_63_61281,1964-01,272.8068,436.7912
3_6_63_61281,1964-02,272.8025,19.541965
3_6_63_61281,1964-03,272.7464,148.33115
3_6_63_61281,1964-04,277.4314,29.825134
3_6_63_61281,1964-05,280.3951,44.218025
3_6_63_61281,1964-06,286.07877,37.12871
3_6_63_61281,1964-07,291.85736,0.015136719
3_6_63_61281,1964-08,290.97028,1.5940838
3_6_63_61281,1964-09,286.8431,2.7454808
3_6_63_61281,1964-10,284.97556,39.063885
3_6_63_61281,1964-11,273.73856,282.78473
3_6_63_61281,1964-12,273.2398,1016.183
3_6_63_61281,1965-01,273.64658,515.9081
3_6_63_61281,1965-02,274.02032,58.626713
3_6_63_61281,1965-03,274.99786,26.544353
3_6_63_61281,1965-04,276.40082,197.3153
3_6_63_61281,1965-05,281.76608,6.0099964
3_6_63_61281,1965-06,287.48276,15.8081455
3_6_63_61281,1965-07,291.29617,6.0476875
3_6_63_61281,1965-08,289.77716,18.303286
3_6_63_61281,1965-09,284.65646,4.1399717
3_6_63_61281,1965-10,285.52576,11.527046
3_6_63_61281,1965-11,276.59424,511.6145
3_6_63_61281,1965-12,271.45905,301.18753
3_6_63_61281,1966-01,271.26907,386.74268
3_6_63_61281,1966-02,270.81802,129.60713
3_6_63_61281,1966-03,275.2015,147.89967
3_6_63_61281,1966-04,280.37048,69.28332
3_6_63_61281,1966-05,285.38977,11.940979
3_6_63_61281,1966-06,287.77603,4.2207394
3_6_63_61281,1966-07,290.0993,4.5553017
3_6_63_61281,1966-08,292.24216,11.719373
3_6_63_61281,1966-09,286.96396,13.697848
3_6_63_61281,1966-10,283.36426,0.0048160553
3_6_63_61281,1966-11,276.67355,447.97507
3_6_63_61281,1966-12,273.11322,374.7931
3_6_63_61281,1967-01,273.22766,586.77124
3_6_63_61281,1967-02,273.99042,22.370571
3_6_63_61281,1967-03,272.898,508.35403
3_6_63_61281,1967-04,270.88458,315.6579
3_6_63_61281,1967-05,281.75934,51.040787
3_6_63_61281,1967-06,286.6101,62.90765
3_6_63_61281,1967-07,293.76596,0.43725586
3_6_63_61281,1967-08,294.04965,2.600834
3_6_63_61281,1967-09,289.23972,8.526165
3_6_63_61281,1967-10,282.69327,72.64483
3_6_63_61281,1967-11,278.65768,218.08597
3_6_63_61281,1967-12,270.10892,255.89207
3_6_63_61281,1968-01,272.44916,471.02243
3_6_63_61281,1968-02,276.24466,257.8619
3_6_63_61281,1968-03,275.54126,200.49689
3_6_63_61281,1968-04,277.76688,5.016512
3_6_63_61281,1968-05,282.67944,40.860626
3_6_63_61281,1968-06,289.22437,8.699403
3_6_63_61281,1968-07,292.83173,8.499041
3_6_63_61281,1968-08,288.55978,20.455767
3_6_63_61281,1968-09,287.65247,0.46774316
3_6_63_61281,1968-10,282.19843,141.15031
3_6_63_61281,1968-11,276.5102,119.939545
3_6_63_61281,1968-12,270.45758,418.03693
3_6_63_61281,1969-01,271.86905,925.1351
3_6_63_61281,1969-02,270.89145,426.2434
3_6_63_61281,1969-03,273.69864,58.925644
3_6_63_61281,1969-04,277.46445,151.0123
3_6_63_61281,1969-05,283.92737,6.743264
3_6_63_61281,1969-06,287.1949,22.771727
3_6_63_61281,1969-07,292.45114,0.068847656
3_6_63_61281,1969-08,292.52814,0.026952744
3_6_63_61281,1969-09,288.49872,0.18884115
3_6_63_61281,1969-10,279.24832,108.77392
3_6_63_61281,1969-11,277.5252,106.26262
3_6_63_61281,1969-12,273.89618,683.0189
3_6_63_61281,1970-01,273.07413,719.3592
3_6_63_61281,1970-02,275.36002,125.94536
3_6_63_61281,1970-03,275.08273,70.69503
3_6_63_61281,1970-04,275.29904,62.823044
3_6_63_61281,1970-05,285.00833,4.778944
3_6_63_61281,1970-06,289.0892,32.204777
3_6_63_61281,1970-07,293.32596,0.4263916
3_6_63_61281,1970-08,291.9391,2.00239
3_6_63_61281,1970-09,286.6764,0.28153598
3_6_63_61281,1970-10,280.4694,68.79336
3_6_63_61281,1970-11,276.68484,473.40137
3_6_63_61281,1970-12,270.58658,583.59247
3_6_63_61281,1971-01,272.95285,270.89072
3_6_63_61281,1971-02,273.6277,39.24279
3_6_63_61281,1971-03,273.14066,388.91766
3_6_63_61281,1971-04,276.146,94.89098
3_6_63_61281,1971-05,279.86243,31.04495
3_6_63_61281,1971-06,286.73566,15.66011
3_6_63_61281,1971-07,292.73788,19.58977
3_6_63_61281,1971-08,293.18417,11.653397
3_6_63_61281,1971-09,285.47623,11.351208
3_6_63_61281,1971-10,279.80664,22.94247
3_6_63_61281,1971-11,274.44983,168.96242
3_6_63_61281,1971-12,268.99155,397.75858
3_6_63_61281,1972-01,270.572,177.39334
3_6_63_61281,1972-02,274.2225,169.05154
3_6_63_61281,1972-03,277.9546,68.89398
3_6_63_61281,1972-04,276.22787,137.14691
3_6_63_61281,1972-05,284.70868,27.272705
3_6_63_61281,1972-06,289.70676,11.169327
3_6_63_61281,1972-07,293.1007,2.6426525
3_6_63_61281,1972-08,291.5602,6.0301323
3_6_63_61281,1972-09,285.18933,76.58287
3_6_63_61281,1972-10,280.2166,67.341705
3_6_63_61281,1972-11,273.85016,260.54736
3_6_63_61281,1972-12,269.5935,295.33167
3_6_63_61281,1973-01,270.61905,502.35797
3_6_63_61281,1973-02,273.6985,379.4872
3_6_63_61281,1973-03,272.32,118.50873
3_6_63_61281,1973-04,277.93066,22.276312
3_6_63_61281,1973-05,286.09393,21.968788
3_6_63_61281,1973-06,290.02838,0.9712944
3_6_63_61281,1973-07,293.3249,2.0921707
3_6_63_61281,1973-08,290.8922,1.8209267
3_6_63_61281,1973-09,287.77536,23.162613
3_6_63_61281,1973-10,281.18796,155.9747
3_6_63_61281,1973-11,273.1482,837.16956
3_6_63_61281,1973-12,273.93112,339.92444
3_6_63_61281,1974-01,270.92432,408.76526
3_6_63_61281,1974-02,272.91342,196.33405
3_6_63_61281,1974-03,274.44193,592.8623
3_6_63_61281,1974-04,276.00327,162.43463
3_6_63_61281,1974-05,282.7727,7.8951645
3_6_63_61281,1974-06,289.25873,1.8288021
3_6_63_61281,1974-07,291.31845,27.106127
3_6_63_61281,1974-08,291.7354,4.5652313
3_6_63_61281,1974-09,290.30878,3.9580512
3_6_63_61281,1974-10,284.2983,43.05205
3_6_63_61281,1974-11,277.08566,94.69768
3_6_63_61281,1974-12,272.59555,288.01184
3_6_63_61281,1975-01,273.38312,135.36542
3_6_63_61281,1975-02,272.36652,582.40063
3_6_63_61281,1975-03,272.47424,419.197
3_6_63_61281,1975-04,273.20364,140.78673
3_6_63_61281,1975-05,282.19498,31.53183
3_6_63_61281,1975-06,288.0907,3.359354
3_6_63_61281,1975-07,291.8355,1.8249683
3_6_63_61281,1975-08,290.1493,11.725897
3_6_63_61281,1975-09,289.9962,11.645836
3_6_63_61281,1975-10,279.81232,197.56375
3_6_63_61281,1975-11,274.6138,70.12543
3_6_63_61281,1975-12,274.9166,49.43667
3_6_63_61281,1976-01,274.50592,44.986603
3_6_63_61281,1976-02,273.20532,217.72415
3_6_63_61281,1976-03,273.08136,70.562164
3_6_63_61281,1976-04,275.97266,84.31222
3_6_63_61281,1976-05,285.49734,1.5557423
3_6_63_61281,1976-06,286.83627,3.054369
3_6_63_61281,1976-07,291.7672,9.367115
3_6_63_61281,1976-08,287.21454,47.43208
3_6_63_61281,1976-09,289.05255,3.8927011
3_6_63_61281,1976-10,283.4543,11.455469
3_6_63_61281,1976-11,280.2895,37.38965
3_6_63_61281,1976-12,275.81216,28.803818
3_6_63_61281,1977-01,272.0722,87.91609
3_6_63_61281,1977-02,276.1052,139.7468
3_6_63_61281,1977-03,271.293,95.84128
3_6_63_61281,1977-04,280.04233,25.178818
3_6_63_61281,1977-05,277.72018,85.89105
3_6_63_61281,1977-06,290.54468,2.3048
3_6_63_61281,1977-07,291.5281,2.5049973
3_6_63_61281,1977-08,292.04337,1.9716797
3_6_63_61281,1977-09,285.49478,116.44639
3_6_63_61281,1977-10,283.01917,11.873398
3_6_63_61281,1977-11,276.2293,155.93823
3_6_63_61281,1977-12,274.76965,405.0384
3_6_63_61281,1978-01,274.2904,580.7821
3_6_63_61281,1978-02,273.73383,268.0629
3_6_63_61281,1978-03,277.6092,258.7138
3_6_63_61281,1978-04,275.26703,219.15642
3_6_63_61281,1978-05,282.62497,21.927177
3_6_63_61281,1978-06,287.4919,4.03689
3_6_63_61281,1978-07,292.18265,0.46954346
3_6_63_61281,1978-08,290.5875,3.7208195
3_6_63_61281,1978-09,285.28033,59.507626
3_6_63_61281,1978-10,285.44617,0.6454922
3_6_63_61281,1978-11,274.67508,93.446594
3_6_63_61281,1978-12,270.4648,60.934425
3_6_63_61281,1979-01,270.49976,269.6882
3_6_63_61281,1979-02,271.8355,305.68753
3_6_63_61281,1979-03,275.53683,176.84114
3_6_63_61281,1979-04,276.61893,79.59134
3_6_63_61281,1979-05,284.83475,86.33277
3_6_63_61281,1979-06,288.9712,5.899767
3_6_63_61281,1979-07,292.08603,2.4734325
3_6_63_61281,1979-08,289.89624,0.7057228
3_6_63_61281,1979-09,289.5618,1.0689805
3_6_63_61281,1979-10,282.76364,193.58287
3_6_63_61281,1979-11,275.749,111.409004
3_6_63_61281,1979-12,274.92188,293.04367
3_6_63_61281,1980-01,272.5723,440.14813
3_6_63_61281,1980-02,275.6211,569.83624
3_6_63_61281,1980-03,273.07837,172.28825
3_6_63_61281,1980-04,278.38086,115.22593
3_6_63_61281,1980-05,282.16052,84.72472
3_6_63_61281,1980-06,284.9208,4.278126
3_6_63_61281,1980-07,292.02243,7.942501
3_6_63_61281,1980-08,291.36978,0.015258789
3_6_63_61281,1980-09,287.52228,9.131008
3_6_63_61281,1980-10,283.61676,44.925823
3_6_63_61281,1980-11,277.6209,53.37026
3_6_63_61281,1980-12,275.76273,260.6484
3_6_63_61281,1981-01,275.36667,288.3282
3_6_63_61281,1981-02,274.22842,105.679245
3_6_63_61281,1981-03,274.74133,232.7008
3_6_63_61281,1981-04,279.4868,41.1626
3_6_63_61281,1981-05,283.46783,66.03154
3_6_63_61281,1981-06,290.3926,0.05297661
3_6_63_61281,1981-07,292.68777,0.07446289
3_6_63_61281,1981-08,292.94794,0.059999466
3_6_63_61281,1981-09,288.21158,41.832153
3_6_63_61281,1981-10,279.70203,225.79047
3_6_63_61281,1981-11,277.09943,681.8972
3_6_63_61281,1981-12,274.24323,504.5313
3_6_63_61281,1982-01,270.5112,330.89926
3_6_63_61281,1982-02,273.38016,349.5513
3_6_63_61281,1982-03,272.77792,478.06943
3_6_63_61281,1982-04,275.86533,426.1964
3_6_63_61281,1982-05,283.52927,4.0318146
3_6_63_61281,1982-06,287.1496,31.238304
3_6_63_61281,1982-07,291.08994,14.644287
3_6_63_61281,1982-08,291.5462,5.571743
3_6_63_61281,1982-09,285.53024,35.69896
3_6_63_61281,1982-10,280.54004,208.27121
3_6_63_61281,1982-11,273.87585,385.88916
3_6_63_61281,1982-12,271.39206,469.17374
3_6_63_61281,1983-01,274.8104,469.25708
3_6_63_61281,1983-02,274.0346,602.6935
3_6_63_61281,1983-03,273.80896,779.1423
3_6_63_61281,1983-04,274.36346,266.17697
3_6_63_61281,1983-05,282.14325,40.11123
3_6_63_61281,1983-06,286.38846,18.585691
3_6_63_61281,1983-07,288.6887,16.38916
3_6_63_61281,1983-08,290.3104,50.358162
3_6_63_61281,1983-09,287.91763,45.861008
3_6_63_61281,1983-10,283.06653,68.38707
3_6_63_61281,1983-11,274.3344,576.1722
3_6_63_61281,1983-12,272.3999,687.3031
3_6_63_61281,1984-01,273.52423,5.576538
3_6_63_61281,1984-02,273.2533,215.54384
3_6_63_61281,1984-03,276.0427,187.8714
3_6_63_61281,1984-04,276.57437,69.83429
3_6_63_61281,1984-05,284.9354,23.365234
3_6_63_61281,1984-06,287.65817,27.03498
3_6_63_61281,1984-07,294.47055,15.500206
3_6_63_61281,1984-08,291.8479,5.909973
3_6_63_61281,1984-09,288.00287,9.928551
3_6_63_61281,1984-10,277.84628,91.966576
3_6_63_61281,1984-11,273.3214,589.9419
3_6_63_61281,1984-12,270.84998,81.25781
3_6_63_61281,1985-01,271.94305,27.69545
3_6_63_61281,1985-02,272.68793,173.18987
3_6_63_61281,1985-03,272.7728,222.05478
3_6_63_61281,1985-04,280.62122,13.95166
3_6_63_61281,1985-05,282.567,3.261963
3_6_63_61281,1985-06,291.26175,0.65649414
3_6_63_61281,1985-07,294.40067,2.0098877
3_6_63_61281,1985-08,290.3701,0.015258789
3_6_63_61281,1985-09,284.32718,28.856318
3_6_63_61281,1985-10,281.07642,108.46742
3_6_63_61281,1985-11,272.22882,177.39046
3_6_63_61281,1985-12,273.56552,205.04646
3_6_63_61281,1986-01,276.7935,532.75336
3_6_63_61281,1986-02,274.76385,983.0093
3_6_63_61281,1986-03,278.03506,337.8769
3_6_63_61281,1986-04,278.6378,39.220215
3_6_63_61281,1986-05,283.78134,33.442604
3_6_63_61281,1986-06,290.51028,1.802288
3_6_63_61281,1986-07,291.25388,5.483762
3_6_63_61281,1986-08,292.94186,3.3701954
3_6_63_61281,1986-09,283.06137,157.46512
3_6_63_61281,1986-10,282.2004,40.396957
3_6_63_61281,1986-11,276.699,25.065353
3_6_63_61281,1986-12,274.192,72.54512
3_6_63_61281,1987-01,270.90036,222.71567
3_6_63_61281,1987-02,273.24896,190.86523
3_6_63_61281,1987-03,274.12955,260.47397
3_6_63_61281,1987-04,282.50592,9.858454
3_6_63_61281,1987-05,285.74344,33.461533
3_6_63_61281,1987-06,290.42886,12.457748
3_6_63_61281,1987-07,289.44125,11.660423
3_6_63_61281,1987-08,292.10446,0.10070801
3_6_63_61281,1987-09,288.98123,2.7890491
3_6_63_61281,1987-10,285.59286,26.628288
3_6_63_61281,1987-11,276.3514,113.947876
3_6_63_61281,1987-12,269.74103,556.4008
3_6_63_61281,1988-01,271.74896,288.99158
3_6_63_61281,1988-02,275.68872,9.388959
3_6_63_61281,1988-03,276.4727,15.771464
3_6_63_61281,1988-04,279.43777,134.87622
3_6_63_61281,1988-05,282.1041,45.402756
3_6_63_61281,1988-06,288.2477,36.64052
3_6_63_61281,1988-07,294.96518,4.0043488
3_6_63_61281,1988-08,292.52542,6.356449
3_6_63_61281,1988-09,289.17633,0.32749927
3_6_63_61281,1988-10,286.58133,1.0055643
3_6_63_61281,1988-11,274.8848,446.88403
3_6_63_61281,1988-12,271.79565,195.4184
3_6_63_61281,1989-01,270.37656,98.83888
3_6_63_61281,1989-02,270.04077,118.078575
3_6_63_61281,1989-03,274.83456,679.51935
3_6_63_61281,1989-04,281.09216,121.61145
3_6_63_61281,1989-05,282.9475,24.231838
3_6_63_61281,1989-06,289.45663,21.221203
3_6_63_61281,1989-07,292.06537,0.0
3_6_63_61281,1989-08,289.94406,10.773964
3_6_63_61281,1989-09,286.88474,49.44506
3_6_63_61281,1989-10,281.1085,275.5295
3_6_63_61281,1989-11,277.84357,75.69847
3_6_63_61281,1989-12,275.8626,0.9027667
3_6_63_61281,1990-01,272.3912,356.70798
3_6_63_61281,1990-02,271.64328,168.62358
3_6_63_61281,1990-03,276.52713,66.29708
3_6_63_61281,1990-04,281.78418,27.85741
3_6_63_61281,1990-05,282.10052,161.72815
3_6_63_61281,1990-06,287.75253,3.1538105
3_6_63_61281,1990-07,292.97437,7.874338
3_6_63_61281,1990-08,290.3751,11.475691
3_6_63_61281,1990-09,287.90134,18.338482
3_6_63_61281,1990-10,283.2168,50.504944
3_6_63_61281,1990-11,276.32944,31.468956
3_6_63_61281,1990-12,268.3262,32.793766
3_6_63_61281,1991-01,274.21527,34.855606
3_6_63_61281,1991-02,277.80557,75.99657
3_6_63_61281,1991-03,271.8648,708.81287
3_6_63_61281,1991-04,276.12967,41.056892
3_6_63_61281,1991-05,280.28473,62.125572
3_6_63_61281,1991-06,287.67157,13.597885
3_6_63_61281,1991-07,293.51343,8.059551
3_6_63_61281,1991-08,290.98996,22.72076
3_6_63_61281,1991-09,290.7918,3.7572203
3_6_63_61281,1991-10,284.80634,88.41172
3_6_63_61281,1991-11,277.27902,79.31766
3_6_63_61281,1991-12,273.6878,148.19666
3_6_63_61281,1992-01,273.84708,102.683655
3_6_63_61281,1992-02,275.00943,454.30347
3_6_63_61281,1992-03,276.43817,116.97465
3_6_63_61281,1992-04,281.19458,47.417725
3_6_63_61281,1992-05,288.79346,0.07925415
3_6_63_61281,1992-06,288.67462,40.204044
3_6_63_61281,1992-07,291.06174,5.488693
3_6_63_61281,1992-08,292.84796,3.3389854
3_6_63_61281,1992-09,288.01398,0.15107584
3_6_63_61281,1992-10,283.82803,150.15623
3_6_63_61281,1992-11,275.894,28.043247
3_6_63_61281,1992-12,269.89194,636.63257
3_6_63_61281,1993-01,271.00696,740.26526
3_6_63_61281,1993-02,271.9821,458.23773
3_6_63_61281,1993-03,277.14505,208.14719
3_6_63_61281,1993-04,277.00836,90.22105
3_6_63_61281,1993-05,281.28668,62.277687
3_6_63_61281,1993-06,286.73477,43.118538
3_6_63_61281,1993-07,290.61533,0.16396141
3_6_63_61281,1993-08,290.93027,0.26861954
3_6_63_61281,1993-09,288.3964,0.21103357
3_6_63_61281,1993-10,283.00903,69.454735
3_6_63_61281,1993-11,275.465,116.991585
3_6_63_61281,1993-12,272.58972,349.45145
3_6_63_61281,1994-01,274.22263,105.771515
3_6_63_61281,1994-02,271.8179,299.72897
3_6_63_61281,1994-03,277.06656,24.597935
3_6_63_61281,1994-04,279.113,96.618805
3_6_63_61281,1994-05,283.69882,50.652493
3_6_63_61281,1994-06,288.10974,2.2590332
3_6_63_61281,1994-07,293.82092,1.4834137
3_6_63_61281,1994-08,291.18347,0.018676758
3_6_63_61281,1994-09,287.59305,18.216015
3_6_63_61281,1994-10,281.19684,21.98693
3_6_63_61281,1994-11,271.0241,347.64307
3_6_63_61281,1994-12,272.73676,263.25415
3_6_63_61281,1995-01,273.59692,1172.0486
3_6_63_61281,1995-02,278.03278,53.459213
3_6_63_61281,1995-03,273.82883,777.8831
3_6_63_61281,1995-04,276.04297,238.83443
3_6_63_61281,1995-05,280.8073,125.40044
3_6_63_61281,1995-06,286.13818,65.64562
3_6_63_61281,1995-07,290.99915,3.4229317
3_6_63_61281,1995-08,291.19836,0.013587952
3_6_63_61281,1995-09,288.52066,0.04697913
3_6_63_61281,1995-10,283.9433,0.009773731
3_6_63_61281,1995-11,280.34348,23.596428
3_6_63_61281,1995-12,274.27588,589.8652
3_6_63_61281,1996-01,273.56235,500.02573
3_6_63_61281,1996-02,274.72592,470.90717
3_6_63_61281,1996-03,276.1029,191.63371
3_6_63_61281,1996-04,278.64825,200.61331
3_6_63_61281,1996-05,282.444,143.85623
3_6_63_61281,1996-06,289.2218,10.423033
3_6_63_61281,1996-07,294.6187,3.7210913
3_6_63_61281,1996-08,293.36575,2.1872654
3_6_63_61281,1996-09,286.85883,3.5508726
3_6_63_61281,1996-10,281.28375,58.635475
3_6_63_61281,1996-11,276.9223,305.51538
3_6_63_61281,1996-12,273.81052,1012.8997
3_6_63_61281,1997-01,273.27994,710.97437
3_6_63_61281,1997-02,273.77475,37.921898
3_6_63_61281,1997-03,277.5161,101.8374
3_6_63_61281,1997-04,278.3919,67.46243
3_6_63_61281,1997-05,286.41187,12.55429
3_6_63_61281,1997-06,287.68332,17.702915
3_6_63_61281,1997-07,292.30392,1.5919552
3_6_63_61281,1997-08,290.72324,7.064987
3_6_63_61281,1997-09,287.1035,13.728653
3_6_63_61281,1997-10,280.8039,92.12368
3_6_63_61281,1997-11,276.90955,321.46936
3_6_63_61281,1997-12,271.5877,231.811
3_6_63_61281,1998-01,273.78372,592.85205
3_6_63_61281,1998-02,272.0397,713.7569
3_6_63_61281,1998-03,274.78558,148.29335
3_6_63_61281,1998-04,276.18378,133.32243
3_6_63_61281,1998-05,276.94193,226.01355
3_6_63_61281,1998-06,285.80264,30.312359
3_6_63_61281,1998-07,293.18283,6.5362854
3_6_63_61281,1998-08,293.36166,0.032714844
3_6_63_61281,1998-09,289.08398,8.622341
3_6_63_61281,1998-10,279.89053,25.00702
3_6_63_61281,1998-11,274.37775,537.4685
3_6_63_61281,1998-12,271.40186,119.20091
3_6_63_61281,1999-01,273.6086,392.58948
3_6_63_61281,1999-02,271.94788,534.8596
3_6_63_61281,1999-03,272.50867,230.24948
3_6_63_61281,1999-04,275.7896,102.92819
3_6_63_61281,1999-05,281.59848,26.040806
3_6_63_61281,1999-06,287.38486,22.093987
3_6_63_61281,1999-07,291.03616,0.21046448
3_6_63_61281,1999-08,289.49545,10.019223
3_6_63_61281,1999-09,289.5813,3.7261949
3_6_63_61281,1999-10,284.89862,84.38694
3_6_63_61281,1999-11,278.26962,226.01338
3_6_63_61281,1999-12,273.15836,52.929058
3_6_63_61281,2000-01,272.9564,554.8139
3_6_63_61281,2000-02,274.2357,657.7176
3_6_63_61281,2000-03,275.53906,111.0372
3_6_63_61281,2000-04,279.31683,77.981445
3_6_63_61281,2000-05,283.05057,55.238785
3_6_63_61281,2000-06,290.31464,8.991259
3_6_63_61281,2000-07,290.41364,0.28479004
3_6_63_61281,2000-08,291.40677,0.9941006
3_6_63_61281,2000-09,286.7169,10.878691
3_6_63_61281,2000-10,280.35132,153.75511
3_6_63_61281,2000-11,273.5577,65.29445
3_6_63_61281,2000-12,275.33896,96.21933
3_6_63_61281,2001-01,272.39243,171.1149
3_6_63_61281,2001-02,271.07092,308.44556
3_6_63_61281,2001-03,277.04584,128.79697
3_6_63_61281,2001-04,275.75995,117.80031
3_6_63_61281,2001-05,288.06686,7.165039
3_6_63_61281,2001-06,288.85413,11.118408
3_6_63_61281,2001-07,291.97418,3.778471
3_6_63_61281,2001-08,292.13083,0.011302948
3_6_63_61281,2001-09,288.77106,11.273894
3_6_63_61281,2001-10,284.48697,59.082413
3_6_63_61281,2001-11,276.986,370.5301
3_6_63_61281,2001-12,272.03305,413.5927
3_6_63_61281,2002-01,270.74127,226.99535
3_6_63_61281,2002-02,274.3528,145.15196
3_6_63_61281,2002-03,273.79553,157.37596
3_6_63_61281,2002-04,278.61322,43.841568
3_6_63_61281,2002-05,282.80823,38.67442
3_6_63_61281,2002-06,289.72244,0.031612396
3_6_63_61281,2002-07,294.41736,0.18701172
3_6_63_61281,2002-08,291.7709,0.0025634766
3_6_63_61281,2002-09,288.54666,0.01561358
3_6_63_61281,2002-10,282.59546,0.19436003
3_6_63_61281,2002-11,277.97812,183.99269
3_6_63_61281,2002-12,273.45825,1012.51416
3_6_63_61281,2003-01,277.0547,140.43335
3_6_63_61281,2003-02,273.11432,83.19098
3_6_63_61281,2003-03,275.63412,207.3649
3_6_63_61281,2003-04,273.75482,360.2574
3_6_63_61281,2003-05,282.54315,83.66225
3_6_63_61281,2003-06,290.93893,0.0871582
3_6_63_61281,2003-07,294.6049,1.7116871
3_6_63_61281,2003-08,290.6584,14.480726
3_6_63_61281,2003-09,290.012,1.7869878
3_6_63_61281,2003-10,284.79337,1.8251357
3_6_63_61281,2003-11,273.56744,151.13774
3_6_63_61281,2003-12,273.03528,587.0073
3_6_63_61281,2004-01,273.1116,197.76273
3_6_63_61281,2004-02,272.14496,509.717
3_6_63_61281,2004-03,279.03738,78.30375
3_6_63_61281,2004-04,279.45947,47.78899
