point_name,month_year,TBOT_avg,PRECTmms_total_mm
2_6_93_69453,1995-11,278.9437,31.6838
2_6_93_69453,1995-12,274.01498,329.6787
2_6_93_69453,1996-01,273.07864,249.69275
2_6_93_69453,1996-02,274.78702,252.71939
2_6_93_69453,1996-03,276.10327,106.844284
2_6_93_69453,1996-04,279.03693,124.58206
2_6_93_69453,1996-05,282.66168,130.09937
2_6_93_69453,1996-06,289.66754,8.490574
2_6_93_69453,1996-07,295.46365,8.8591
2_6_93_69453,1996-08,293.58563,0.6677246
2_6_93_69453,1996-09,286.972,23.251013
2_6_93_69453,1996-10,281.46347,34.16297
2_6_93_69453,1996-11,276.9673,179.96918
2_6_93_69453,1996-12,273.6856,677.5741
2_6_93_69453,1997-01,272.9122,288.10327
2_6_93_69453,1997-02,274.62064,18.780712
2_6_93_69453,1997-03,276.93793,79.37318
2_6_93_69453,1997-04,278.63794,82.60594
2_6_93_69453,1997-05,287.05478,21.027468
2_6_93_69453,1997-06,287.95602,59.150154
2_6_93_69453,1997-07,293.00473,5.121914
2_6_93_69453,1997-08,291.49466,19.470852
2_6_93_69453,1997-09,287.0794,32.75133
2_6_93_69453,1997-10,280.47324,71.409744
2_6_93_69453,1997-11,276.94083,191.7572
2_6_93_69453,1997-12,271.88696,102.160545
2_6_93_69453,1998-01,273.79666,524.8069
2_6_93_69453,1998-02,272.4931,498.0643
2_6_93_69453,1998-03,274.8089,173.54758
2_6_93_69453,1998-04,277.20947,67.4384
2_6_93_69453,1998-05,278.88028,139.4411
2_6_93_69453,1998-06,287.39178,31.767609
2_6_93_69453,1998-07,294.25107,28.576576
2_6_93_69453,1998-08,294.0657,0.27526855
2_6_93_69453,1998-09,290.3739,1.4179088
2_6_93_69453,1998-10,280.27682,23.860493
2_6_93_69453,1998-11,274.1528,377.72946
2_6_93_69453,1998-12,270.48477,82.89773
2_6_93_69453,1999-01,273.08423,207.67139
2_6_93_69453,1999-02,271.47162,355.50342
2_6_93_69453,1999-03,272.47046,111.04313
2_6_93_69453,1999-04,276.99033,51.412727
2_6_93_69453,1999-05,282.89328,20.501884
2_6_93_69453,1999-06,288.02887,3.348549
2_6_93_69453,1999-07,291.69016,2.6366673
2_6_93_69453,1999-08,290.5267,10.965788
2_6_93_69453,1999-09,289.9589,1.3629143
2_6_93_69453,1999-10,284.30377,52.44827
2_6_93_69453,1999-11,277.69077,188.70816
2_6_93_69453,1999-12,273.47922,43.359
2_6_93_69453,2000-01,272.3776,368.45654
2_6_93_69453,2000-02,274.2705,281.6758
2_6_93_69453,2000-03,275.53668,65.202896
2_6_93_69453,2000-04,280.3643,79.47408
2_6_93_69453,2000-05,283.2718,36.85202
2_6_93_69453,2000-06,290.97284,4.522339
2_6_93_69453,2000-07,291.82053,8.277952
2_6_93_69453,2000-08,292.1858,0.16333008
2_6_93_69453,2000-09,287.03192,15.655917
2_6_93_69453,2000-10,280.94177,95.61013
2_6_93_69453,2000-11,273.72437,33.57197
2_6_93_69453,2000-12,274.51248,78.57033
2_6_93_69453,2001-01,272.57156,73.330215
2_6_93_69453,2001-02,271.39078,162.8261
2_6_93_69453,2001-03,277.63205,70.950806
2_6_93_69453,2001-04,277.01514,50.30455
2_6_93_69453,2001-05,287.8418,14.283325
2_6_93_69453,2001-06,288.414,23.616577
2_6_93_69453,2001-07,293.11407,1.0935192
2_6_93_69453,2001-08,292.79062,0.8383789
2_6_93_69453,2001-09,289.02823,28.276962
2_6_93_69453,2001-10,283.75043,85.863815
2_6_93_69453,2001-11,276.78857,282.04333
2_6_93_69453,2001-12,271.83966,302.74896
2_6_93_69453,2002-01,269.8712,120.05306
2_6_93_69453,2002-02,274.3295,87.095825
2_6_93_69453,2002-03,273.88104,66.59281
2_6_93_69453,2002-04,279.54633,49.085976
2_6_93_69453,2002-05,283.16742,29.360191
2_6_93_69453,2002-06,290.2865,0.46562767
2_6_93_69453,2002-07,295.13156,0.63116455
2_6_93_69453,2002-08,292.52106,1.8351917
2_6_93_69453,2002-09,288.71677,0.54549253
2_6_93_69453,2002-10,282.568,0.5175419
2_6_93_69453,2002-11,277.7218,168.53586
2_6_93_69453,2002-12,273.748,562.8579
2_6_93_69453,2003-01,276.44412,204.86707
2_6_93_69453,2003-02,273.76508,62.686916
2_6_93_69453,2003-03,276.256,129.63834
2_6_93_69453,2003-04,274.94662,179.98135
2_6_93_69453,2003-05,283.70728,20.084969
2_6_93_69453,2003-06,291.7666,0.048461914
2_6_93_69453,2003-07,295.65906,5.307514
2_6_93_69453,2003-08,291.5585,21.217201
2_6_93_69453,2003-09,289.7808,6.4367933
2_6_93_69453,2003-10,284.16846,0.84530544
2_6_93_69453,2003-11,273.53452,125.77542
2_6_93_69453,2003-12,272.2618,294.37177
2_6_93_69453,2004-01,272.47955,147.92557
2_6_93_69453,2004-02,272.60748,320.30804
2_6_93_69453,2004-03,278.70825,64.30762
2_6_93_69453,2004-04,281.04517,47.067284
2_6_93_69453,2004-05,284.1028,45.24683
2_6_93_69453,2004-06,289.7681,9.257587
2_6_93_69453,2004-07,293.92978,2.5151215
2_6_93_69453,2004-08,292.4724,3.2563477
2_6_93_69453,2004-09,287.18777,3.1122777
2_6_93_69453,2004-10,280.6263,160.13622
2_6_93_69453,2004-11,275.93387,38.244453
2_6_93_69453,2004-12,274.0548,336.20233
2_6_93_69453,2005-01,273.34958,203.42892
2_6_93_69453,2005-02,275.0061,99.72369
2_6_93_69453,2005-03,276.52234,154.34323
2_6_93_69453,2005-04,277.4416,90.02242
2_6_93_69453,2005-05,283.29932,115.90343
2_6_93_69453,2005-06,285.5987,44.074482
2_6_93_69453,2005-07,295.07916,0.72029114
2_6_93_69453,2005-08,293.6401,0.49523926
2_6_93_69453,2005-09,287.05,2.5971718
2_6_93_69453,2005-10,282.0632,30.430357
2_6_93_69453,2005-11,276.01447,200.59946
2_6_93_69453,2005-12,273.93893,424.81247
2_6_93_69453,2006-01,272.31506,284.289
2_6_93_69453,2006-02,273.7809,142.4569
2_6_93_69453,2006-03,271.59857,365.4116
2_6_93_69453,2006-04,277.33597,201.3214
2_6_93_69453,2006-05,284.65454,27.889103
2_6_93_69453,2006-06,290.90973,4.6591682
2_6_93_69453,2006-07,295.96448,3.2471542
2_6_93_69453,2006-08,292.21716,1.9622612
2_6_93_69453,2006-09,288.46707,0.57206666
2_6_93_69453,2006-10,281.75055,6.7182117
2_6_93_69453,2006-11,275.26205,161.13297
2_6_93_69453,2006-12,272.4132,214.62965
2_6_93_69453,2007-01,271.24432,18.069653
2_6_93_69453,2007-02,274.05466,223.59247
2_6_93_69453,2007-03,278.3289,39.545807
2_6_93_69453,2007-04,279.6968,42.413666
2_6_93_69453,2007-05,285.82944,14.247673
2_6_93_69453,2007-06,289.37338,2.4931011
2_6_93_69453,2007-07,294.02713,13.780199
2_6_93_69453,2007-08,291.98862,1.6403522
2_6_93_69453,2007-09,286.92215,3.105483
2_6_93_69453,2007-10,280.16565,137.25244
2_6_93_69453,2007-11,277.93387,32.380478
2_6_93_69453,2007-12,269.8305,211.30408
2_6_93_69453,2008-01,270.2952,355.9075
2_6_93_69453,2008-02,273.36578,104.59704
2_6_93_69453,2008-03,273.828,47.309525
2_6_93_69453,2008-04,276.24176,34.08124
2_6_93_69453,2008-05,283.91956,5.0847607
2_6_93_69453,2008-06,289.04483,0.15867996
2_6_93_69453,2008-07,294.27005,1.2656002
2_6_93_69453,2008-08,292.16772,0.2394638
2_6_93_69453,2008-09,289.46262,1.3475757
2_6_93_69453,2008-10,282.5665,54.335625
2_6_93_69453,2008-11,277.9708,118.0746
2_6_93_69453,2008-12,271.16263,134.14468
2_6_93_69453,2009-01,274.20914,37.782806
2_6_93_69453,2009-02,272.90173,258.75238
2_6_93_69453,2009-03,273.97345,149.42337
2_6_93_69453,2009-04,278.5106,48.52024
2_6_93_69453,2009-05,285.99628,121.92104
2_6_93_69453,2009-06,288.35016,91.92323
2_6_93_69453,2009-07,294.41275,1.5350761
2_6_93_69453,2009-08,292.42435,4.404358
2_6_93_69453,2009-09,289.7285,0.4527154
2_6_93_69453,2009-10,280.75525,58.825436
2_6_93_69453,2009-11,275.1568,68.85733
2_6_93_69453,2009-12,271.6935,117.82498
2_6_93_69453,2010-01,274.27713,237.07346
2_6_93_69453,2010-02,274.14874,159.79181
2_6_93_69453,2010-03,274.5765,120.89357
2_6_93_69453,2010-04,275.97165,117.53918
2_6_93_69453,2010-05,279.41754,60.201942
2_6_93_69453,2010-06,287.31668,29.060863
2_6_93_69453,2010-07,294.74908,3.778572
2_6_93_69453,2010-08,292.026,1.6868439
2_6_93_69453,2010-09,288.12796,19.685556
2_6_93_69453,2010-10,282.79443,109.870865
2_6_93_69453,2010-11,274.00903,104.81373
2_6_93_69453,2010-12,272.59622,323.024
2_6_93_69453,2011-01,273.95166,40.422363
2_6_93_69453,2011-02,270.9234,144.12299
2_6_93_69453,2011-03,273.46042,386.3366
2_6_93_69453,2011-04,275.46204,49.10269
2_6_93_69453,2011-05,279.8281,69.36298
2_6_93_69453,2011-06,286.51932,59.58611
2_6_93_69453,2011-07,292.33337,0.026977539
2_6_93_69453,2011-08,292.8229,0.010360718
2_6_93_69453,2011-09,291.21765,4.799082
2_6_93_69453,2011-10,282.3404,59.156532
2_6_93_69453,2011-11,273.92456,115.662186
2_6_93_69453,2011-12,273.89648,24.206818
2_6_93_69453,2012-01,273.77542,138.09167
2_6_93_69453,2012-02,273.6162,23.56654
2_6_93_69453,2012-03,273.5909,363.14893
2_6_93_69453,2012-04,278.29962,91.09439
2_6_93_69453,2012-05,284.4837,15.211031
2_6_93_69453,2012-06,287.30563,19.681116
2_6_93_69453,2012-07,293.03577,1.149332
2_6_93_69453,2012-08,294.13852,1.8137207
2_6_93_69453,2012-09,290.59677,0.28098345
2_6_93_69453,2012-10,282.30313,52.44668
2_6_93_69453,2012-11,277.33273,245.60013
2_6_93_69453,2012-12,270.89413,381.16565
2_6_93_69453,2013-01,271.79584,19.018654
2_6_93_69453,2013-02,272.94272,22.398607
2_6_93_69453,2013-03,276.58823,78.88458
2_6_93_69453,2013-04,280.22626,31.728506
2_6_93_69453,2013-05,284.90002,33.602524
2_6_93_69453,2013-06,289.99686,28.228468
2_6_93_69453,2013-07,295.5219,7.204323
2_6_93_69453,2013-08,291.7744,5.970402
2_6_93_69453,2013-09,286.8861,57.546585
2_6_93_69453,2013-10,281.19836,1.3631477
2_6_93_69453,2013-11,277.1179,30.7761
2_6_93_69453,2013-12,272.7029,11.43882
2_6_93_69453,2014-01,276.45425,32.649063
2_6_93_69453,2014-02,274.4152,187.89722
2_6_93_69453,2014-03,277.41354,241.25668
2_6_93_69453,2014-04,280.17868,29.144787
2_6_93_69453,2014-05,285.13617,12.045563
2_6_93_69453,2014-06,290.22202,1.3632679
2_6_93_69453,2014-07,295.76135,7.3547363
2_6_93_69453,2014-08,293.08542,1.4032173
2_6_93_69453,2014-09,289.44583,14.093309
2_6_93_69453,2014-10,283.76837,79.103424
2_6_93_69453,2014-11,277.37366,64.642235
2_6_93_69453,2014-12,274.5533,377.49277
2_6_93_69453,2015-01,277.35968,35.445312
2_6_93_69453,2015-02,278.35928,241.78358
2_6_93_69453,2015-03,280.14944,27.275429
2_6_93_69453,2015-04,280.02805,27.65816
2_6_93_69453,2015-05,284.90146,28.642237
2_6_93_69453,2015-06,293.41745,3.5953941
2_6_93_69453,2015-07,293.8845,23.256058
2_6_93_69453,2015-08,292.54932,1.4612312
2_6_93_69453,2015-09,288.08777,23.94616
2_6_93_69453,2015-10,285.1748,14.186909
2_6_93_69453,2015-11,273.89133,42.89392
2_6_93_69453,2015-12,270.78848,332.6522
2_6_93_69453,2016-01,272.73535,323.04163
2_6_93_69453,2016-02,275.95767,79.841
2_6_93_69453,2016-03,276.3611,325.97336
2_6_93_69453,2016-04,281.91656,44.5903
2_6_93_69453,2016-05,285.44534,34.993393
2_6_93_69453,2016-06,290.617,2.5638428
2_6_93_69453,2016-07,293.32843,0.0758667
2_6_93_69453,2016-08,293.62244,0.1928711
2_6_93_69453,2016-09,288.2128,0.4523835
2_6_93_69453,2016-10,280.567,255.43185
2_6_93_69453,2016-11,277.09372,116.36983
2_6_93_69453,2016-12,270.50623,192.36821
2_6_93_69453,2017-01,271.00732,406.28314
2_6_93_69453,2017-02,273.29175,411.05103
2_6_93_69453,2017-03,276.12805,148.09712
2_6_93_69453,2017-04,276.68845,177.13712
2_6_93_69453,2017-05,285.65015,8.474236
2_6_93_69453,2017-06,290.80344,21.744198
2_6_93_69453,2017-07,295.819,2.2315216
2_6_93_69453,2017-08,295.9425,1.9170532
2_6_93_69453,2017-09,289.01703,18.80617
2_6_93_69453,2017-10,282.42065,19.552235
2_6_93_69453,2017-11,276.10556,180.64668
2_6_93_69453,2017-12,274.8365,24.856155
2_6_93_69453,2018-01,275.7379,143.21088
2_6_93_69453,2018-02,273.45328,7.539814
2_6_93_69453,2018-03,274.23706,251.93193
2_6_93_69453,2018-04,279.05502,86.522224
2_6_93_69453,2018-05,286.50638,43.50648
2_6_93_69453,2018-06,290.66846,0.66921234
2_6_93_69453,2018-07,296.1085,7.1687775
2_6_93_69453,2018-08,293.7335,0.05670166
2_6_93_69453,2018-09,288.1184,1.8388534
2_6_93_69453,2018-10,282.51117,16.632992
2_6_93_69453,2018-11,277.77264,128.8233
2_6_93_69453,2018-12,272.59198,180.37967
2_6_93_69453,2019-01,274.36765,263.86215
2_6_93_69453,2019-02,269.69226,349.435
2_6_93_69453,2019-03,274.53778,150.5541
2_6_93_69453,2019-04,280.3645,102.72619
2_6_93_69453,2019-05,284.13022,66.22153
2_6_93_69453,2019-06,290.6139,1.9417934
2_6_93_69453,2019-07,293.23782,0.4690895
2_6_93_69453,2019-08,293.4884,2.6266365
2_6_93_69453,2019-09,287.26294,11.714404
2_6_93_69453,2019-10,279.90427,4.9528713
2_6_93_69453,2019-11,278.5186,35.31794
2_6_93_69453,2019-12,273.0258,212.70766
2_6_93_69453,2020-01,273.09506,216.17686
2_6_93_69453,2020-02,274.81766,1.6753845
2_6_93_69453,2020-03,275.00964,82.4625
2_6_93_69453,2020-04,280.84375,28.995779
2_6_93_69453,2020-05,284.7142,85.05788
2_6_93_69453,2020-06,289.60223,6.0988083
2_6_93_69453,2020-07,294.5558,0.59098816
2_6_93_69453,2020-08,294.7148,1.3491745
2_6_93_69453,2020-09,291.6689,0.42030263
2_6_93_69453,2020-10,285.49765,1.012486
2_6_93_69453,2020-11,276.03098,72.5259
2_6_93_69453,2020-12,273.67944,78.72749
3_6_103_58576,1951-01,276.80792,359.08322
3_6_103_58576,1951-02,277.84128,303.24478
3_6_103_58576,1951-03,280.14032,104.65159
3_6_103_58576,1951-04,285.88583,64.84149
3_6_103_58576,1951-05,289.03033,81.79387
3_6_103_58576,1951-06,295.0746,0.029052734
3_6_103_58576,1951-07,297.39197,0.024658203
3_6_103_58576,1951-08,295.9517,0.26820374
3_6_103_58576,1951-09,295.0809,9.373862
3_6_103_58576,1951-10,286.3923,161.45192
3_6_103_58576,1951-11,281.54404,477.01398
3_6_103_58576,1951-12,276.03766,801.8176
3_6_103_58576,1952-01,274.4653,539.9504
3_6_103_58576,1952-02,277.38672,238.38147
3_6_103_58576,1952-03,277.0133,297.9019
3_6_103_58576,1952-04,285.63074,66.25769
3_6_103_58576,1952-05,289.55765,41.515472
3_6_103_58576,1952-06,289.54092,67.520905
3_6_103_58576,1952-07,298.3853,0.28076172
3_6_103_58576,1952-08,295.9757,0.0048828125
3_6_103_58576,1952-09,293.61295,21.125978
3_6_103_58576,1952-10,291.674,0.561398
3_6_103_58576,1952-11,281.62173,161.4816
3_6_103_58576,1952-12,276.3,737.03735
3_6_103_58576,1953-01,280.05966,595.5772
3_6_103_58576,1953-02,279.50992,14.718857
3_6_103_58576,1953-03,279.59494,237.93964
3_6_103_58576,1953-04,283.021,207.29932
3_6_103_58576,1953-05,284.24896,147.5289
3_6_103_58576,1953-06,289.75336,34.395477
3_6_103_58576,1953-07,298.31808,0.0
3_6_103_58576,1953-08,293.63367,9.413986
3_6_103_58576,1953-09,295.71573,1.7678063
3_6_103_58576,1953-10,287.88684,99.50382
3_6_103_58576,1953-11,282.03506,273.78754
3_6_103_58576,1953-12,280.67136,93.44637
3_6_103_58576,1954-01,276.43573,605.2462
3_6_103_58576,1954-02,282.83246,282.8877
3_6_103_58576,1954-03,278.49014,195.93396
3_6_103_58576,1954-04,286.31406,287.82068
3_6_103_58576,1954-05,290.74625,32.659653
3_6_103_58576,1954-06,291.56396,34.537354
3_6_103_58576,1954-07,297.85745,1.2337646
3_6_103_58576,1954-08,293.48282,5.567749
3_6_103_58576,1954-09,292.04184,0.00031757355
3_6_103_58576,1954-10,287.61664,17.466812
3_6_103_58576,1954-11,284.0398,286.00507
3_6_103_58576,1954-12,278.09857,260.71936
3_6_103_58576,1955-01,276.04398,152.15312
3_6_103_58576,1955-02,277.31543,102.700424
3_6_103_58576,1955-03,279.53845,49.337234
3_6_103_58576,1955-04,279.82877,203.21265
3_6_103_58576,1955-05,288.88205,1.4288177
3_6_103_58576,1955-06,293.06137,0.14958191
3_6_103_58576,1955-07,295.14877,0.059570312
3_6_103_58576,1955-08,297.9982,1.5067139
3_6_103_58576,1955-09,294.1091,9.7293625
3_6_103_58576,1955-10,288.57507,27.167559
3_6_103_58576,1955-11,280.60104,211.4142
3_6_103_58576,1955-12,278.03436,762.10614
3_6_103_58576,1956-01,277.3311,696.03406
3_6_103_58576,1956-02,276.68823,338.6896
3_6_103_58576,1956-03,280.12637,19.2415
3_6_103_58576,1956-04,284.3824,45.85234
3_6_103_58576,1956-05,288.8942,98.46271
3_6_103_58576,1956-06,293.56454,0.01586914
3_6_103_58576,1956-07,297.83337,2.2659454
3_6_103_58576,1956-08,295.27557,0.0
3_6_103_58576,1956-09,292.98718,14.914577
3_6_103_58576,1956-10,285.11804,145.0047
3_6_103_58576,1956-11,284.29926,11.1147
3_6_103_58576,1956-12,281.39417,41.532406
3_6_103_58576,1957-01,274.31924,199.79642
3_6_103_58576,1957-02,280.13132,317.2319
3_6_103_58576,1957-03,280.15662,238.36182
3_6_103_58576,1957-04,284.00064,169.98248
3_6_103_58576,1957-05,287.41153,198.50478
3_6_103_58576,1957-06,295.1303,0.8602295
3_6_103_58576,1957-07,295.91272,0.027709961
3_6_103_58576,1957-08,294.0474,0.0
3_6_103_58576,1957-09,293.5293,129.43512
3_6_103_58576,1957-10,284.77435,96.630974
3_6_103_58576,1957-11,281.0192,69.75865
3_6_103_58576,1957-12,280.36404,281.85608
3_6_103_58576,1958-01,279.93854,365.44763
3_6_103_58576,1958-02,279.90787,785.6499
3_6_103_58576,1958-03,277.51154,303.6524
3_6_103_58576,1958-04,283.34723,234.53992
3_6_103_58576,1958-05,290.34296,65.15323
3_6_103_58576,1958-06,291.84848,28.724731
3_6_103_58576,1958-07,297.6754,4.763336
3_6_103_58576,1958-08,298.48764,2.2303772
3_6_103_58576,1958-09,294.23605,1.2303587
3_6_103_58576,1958-10,291.1601,2.3794103
3_6_103_58576,1958-11,283.17072,46.27869
3_6_103_58576,1958-12,283.73453,175.62506
3_6_103_58576,1959-01,278.80942,649.0136
3_6_103_58576,1959-02,277.32877,511.20667
3_6_103_58576,1959-03,281.77478,84.7921
3_6_103_58576,1959-04,286.98462,39.261475
3_6_103_58576,1959-05,286.4935,36.908432
3_6_103_58576,1959-06,294.6632,1.2744446
3_6_103_58576,1959-07,298.30606,2.53479
3_6_103_58576,1959-08,295.99612,13.616425
3_6_103_58576,1959-09,290.5768,134.34253
3_6_103_58576,1959-10,289.586,3.437027
3_6_103_58576,1959-11,285.93362,1.0159779
3_6_103_58576,1959-12,281.22162,89.78952
3_6_103_58576,1960-01,276.1427,460.8347
3_6_103_58576,1960-02,277.96558,386.50354
3_6_103_58576,1960-03,281.4021,394.99762
3_6_103_58576,1960-04,282.81125,83.25526
3_6_103_58576,1960-05,286.34384,91.207794
3_6_103_58576,1960-06,296.7933,0.0546875
3_6_103_58576,1960-07,298.90155,8.165955
3_6_103_58576,1960-08,296.19656,1.6409912
3_6_103_58576,1960-09,294.29416,0.27683473
3_6_103_58576,1960-10,287.4993,42.94531
3_6_103_58576,1960-11,280.02243,384.08176
3_6_103_58576,1960-12,280.0325,250.11185
3_6_103_58576,1961-01,281.67825,169.75363
3_6_103_58576,1961-02,279.9239,222.28377
3_6_103_58576,1961-03,278.7579,270.58374
3_6_103_58576,1961-04,284.355,82.802765
3_6_103_58576,1961-05,285.61765,75.17187
3_6_103_58576,1961-06,296.15982,0.96969604
3_6_103_58576,1961-07,298.63007,0.78082275
3_6_103_58576,1961-08,296.8663,3.5494995
3_6_103_58576,1961-09,291.60703,0.9883549
3_6_103_58576,1961-10,287.4522,35.917583
3_6_103_58576,1961-11,280.65714,355.791
3_6_103_58576,1961-12,278.0306,177.20993
3_6_103_58576,1962-01,279.4347,57.441498
3_6_103_58576,1962-02,277.20844,485.68826
3_6_103_58576,1962-03,278.01587,196.17918
3_6_103_58576,1962-04,287.06927,35.92906
3_6_103_58576,1962-05,286.26697,12.903519
3_6_103_58576,1962-06,294.39938,1.8566589
3_6_103_58576,1962-07,297.48642,0.43511963
3_6_103_58576,1962-08,295.60046,37.27852
3_6_103_58576,1962-09,293.99878,3.2449303
3_6_103_58576,1962-10,288.4242,736.66455
3_6_103_58576,1962-11,283.28992,97.2731
3_6_103_58576,1962-12,282.29764,150.0009
3_6_103_58576,1963-01,278.94693,174.61101
3_6_103_58576,1963-02,283.1832,168.43842
3_6_103_58576,1963-03,278.79077,339.3755
3_6_103_58576,1963-04,278.7647,301.13147
3_6_103_58576,1963-05,287.63416,39.32718
3_6_103_58576,1963-06,292.0427,10.501923
3_6_103_58576,1963-07,295.3133,0.28579712
3_6_103_58576,1963-08,295.42993,1.2828369
3_6_103_58576,1963-09,293.8843,15.442311
3_6_103_58576,1963-10,287.85535,106.06543
3_6_103_58576,1963-11,281.35916,423.1548
3_6_103_58576,1963-12,281.74826,44.987873
3_6_103_58576,1964-01,277.82108,308.85403
3_6_103_58576,1964-02,280.1969,16.848354
3_6_103_58576,1964-03,279.10443,125.550285
3_6_103_58576,1964-04,284.09842,26.045242
3_6_103_58576,1964-05,286.28186,21.305595
3_6_103_58576,1964-06,291.4934,27.890617
3_6_103_58576,1964-07,296.98325,0.11236572
3_6_103_58576,1964-08,296.5819,0.15374756
3_6_103_58576,1964-09,292.88486,6.5891724
3_6_103_58576,1964-10,290.73706,84.80969
3_6_103_58576,1964-11,279.57867,298.08032
3_6_103_58576,1964-12,278.4998,729.8356
3_6_103_58576,1965-01,279.0746,434.06082
3_6_103_58576,1965-02,280.1322,59.413925
3_6_103_58576,1965-03,281.3718,17.509949
3_6_103_58576,1965-04,282.49988,252.19867
3_6_103_58576,1965-05,287.93793,5.360016
3_6_103_58576,1965-06,292.4643,6.396118
3_6_103_58576,1965-07,296.42682,0.22253418
3_6_103_58576,1965-08,294.80472,44.098053
3_6_103_58576,1965-09,290.8524,2.059165
3_6_103_58576,1965-10,291.2352,4.1502523
3_6_103_58576,1965-11,281.45056,618.6874
3_6_103_58576,1965-12,277.13358,222.1358
3_6_103_58576,1966-01,276.39636,410.10593
3_6_103_58576,1966-02,276.59625,207.07172
3_6_103_58576,1966-03,280.92834,207.90088
3_6_103_58576,1966-04,287.49582,58.091553
3_6_103_58576,1966-05,291.23682,3.6258698
3_6_103_58576,1966-06,293.1943,4.169754
3_6_103_58576,1966-07,295.37668,0.38798523
3_6_103_58576,1966-08,297.7021,1.6694946
3_6_103_58576,1966-09,292.78183,9.718842
3_6_103_58576,1966-10,289.65445,0.00066947937
3_6_103_58576,1966-11,282.3404,463.73306
3_6_103_58576,1966-12,279.33545,374.01276
3_6_103_58576,1967-01,278.75156,515.8876
3_6_103_58576,1967-02,280.9531,27.524643
3_6_103_58576,1967-03,277.90622,382.49786
3_6_103_58576,1967-04,275.34177,309.18494
3_6_103_58576,1967-05,288.9257,33.47931
3_6_103_58576,1967-06,292.5908,51.404907
3_6_103_58576,1967-07,299.18326,0.3972168
3_6_103_58576,1967-08,299.2907,4.058502
3_6_103_58576,1967-09,295.6716,4.778269
3_6_103_58576,1967-10,288.37045,30.566313
3_6_103_58576,1967-11,284.52664,210.76129
3_6_103_58576,1967-12,276.7755,203.08853
3_6_103_58576,1968-01,278.10547,477.87372
3_6_103_58576,1968-02,281.52805,284.58618
3_6_103_58576,1968-03,281.74396,174.70332
3_6_103_58576,1968-04,284.8023,6.8556824
3_6_103_58576,1968-05,288.12573,25.71257
3_6_103_58576,1968-06,295.08447,3.496521
3_6_103_58576,1968-07,297.91663,1.9208984
3_6_103_58576,1968-08,293.83636,24.11
3_6_103_58576,1968-09,293.953,7.113122
3_6_103_58576,1968-10,287.4664,100.86934
3_6_103_58576,1968-11,281.7726,129.93208
3_6_103_58576,1968-12,275.47195,478.5245
3_6_103_58576,1969-01,275.97778,731.6596
3_6_103_58576,1969-02,275.42194,445.1749
3_6_103_58576,1969-03,279.85995,47.568756
3_6_103_58576,1969-04,283.43896,166.00261
3_6_103_58576,1969-05,291.3244,0.9529724
3_6_103_58576,1969-06,292.56757,10.222305
3_6_103_58576,1969-07,297.90958,0.14746094
3_6_103_58576,1969-08,298.0262,0.25
3_6_103_58576,1969-09,294.13696,0.0085795345
3_6_103_58576,1969-10,285.42615,132.04851
3_6_103_58576,1969-11,284.68637,85.40254
3_6_103_58576,1969-12,279.8915,690.17053
3_6_103_58576,1970-01,278.60895,809.6271
3_6_103_58576,1970-02,281.3349,129.5438
3_6_103_58576,1970-03,281.32364,85.03188
3_6_103_58576,1970-04,281.65936,33.09256
3_6_103_58576,1970-05,291.00012,5.2588196
3_6_103_58576,1970-06,294.48532,12.012299
3_6_103_58576,1970-07,298.69354,0.4753418
3_6_103_58576,1970-08,297.11176,0.017433167
3_6_103_58576,1970-09,293.01843,0.00881436
3_6_103_58576,1970-10,287.20148,90.35444
3_6_103_58576,1970-11,281.33795,511.07785
3_6_103_58576,1970-12,275.72336,397.78705
3_6_103_58576,1971-01,278.7662,219.7475
3_6_103_58576,1971-02,280.1449,35.4395
3_6_103_58576,1971-03,278.6438,358.0476
3_6_103_58576,1971-04,282.32806,65.728
3_6_103_58576,1971-05,286.77307,19.248276
3_6_103_58576,1971-06,292.20096,11.648605
3_6_103_58576,1971-07,298.19653,18.052505
3_6_103_58576,1971-08,298.39706,0.89656067
3_6_103_58576,1971-09,292.03406,8.454162
3_6_103_58576,1971-10,286.32935,52.05937
3_6_103_58576,1971-11,280.5705,161.18329
3_6_103_58576,1971-12,274.6131,318.34442
3_6_103_58576,1972-01,276.8324,127.83284
3_6_103_58576,1972-02,279.41965,102.21599
3_6_103_58576,1972-03,284.24478,88.54578
3_6_103_58576,1972-04,282.58176,141.76285
3_6_103_58576,1972-05,290.19287,36.214462
3_6_103_58576,1972-06,294.9827,17.41072
3_6_103_58576,1972-07,298.29218,1.0124359
3_6_103_58576,1972-08,297.24133,1.5552063
3_6_103_58576,1972-09,290.6197,65.770935
3_6_103_58576,1972-10,286.0513,68.66907
3_6_103_58576,1972-11,280.11438,404.22852
3_6_103_58576,1972-12,275.94598,198.25482
3_6_103_58576,1973-01,276.2968,564.51794
3_6_103_58576,1973-02,279.4914,484.6895
3_6_103_58576,1973-03,278.38113,138.86815
3_6_103_58576,1973-04,285.3083,20.205765
3_6_103_58576,1973-05,292.20975,16.97667
3_6_103_58576,1973-06,295.65863,0.04815674
3_6_103_58576,1973-07,298.64316,0.08654785
3_6_103_58576,1973-08,295.88596,0.34197998
3_6_103_58576,1973-09,293.8117,7.149194
3_6_103_58576,1973-10,287.1898,157.99829
3_6_103_58576,1973-11,277.95218,901.5261
3_6_103_58576,1973-12,279.38892,292.87787
